t omega_stable omega_unstable Omega_stable_ref Omega_unstable_ref
79.6019999999 0.9488053391 1.2734539613 0.9488847242 1.1140089124
79.8019999999 0.9488087788 1.2747336497 0.9488847242 1.1140089124
80.0019999999 0.9488109425 1.2758602286 0.9488847242 1.1140089124
80.2019999999 0.9488133409 1.2768321897 0.9488847242 1.1140089124
80.4019999999 0.9488175663 1.2776484140 0.9488847242 1.1140089124
80.6019999999 0.9488246375 1.2783080006 0.9488847242 1.1140089124
80.8019999999 0.9488349949 1.2788103162 0.9488847242 1.1140089124
81.0019999999 0.9488486558 1.2791550088 0.9488847242 1.1140089124
81.2019999999 0.9488654479 1.2793419782 0.9488847242 1.1140089124
81.4019999999 0.9488851325 1.2793713675 0.9488847242 1.1140089124
81.6019999999 0.9489073528 1.2792436182 0.9488847242 1.1140089124
81.8019999999 0.9489315669 1.2789595401 0.9488847242 1.1140089124
82.0019999999 0.9489571258 1.2785203293 0.9488847242 1.1140089124
82.2019999999 0.9489834424 1.2779275345 0.9488847242 1.1140089124
82.4019999999 0.9490100600 1.2771830467 0.9488847242 1.1140089124
82.6019999999 0.9490365564 1.2762891549 0.9488847242 1.1140089124
82.8019999999 0.9490624393 1.2752486176 0.9488847242 1.1140089124
83.0019999999 0.9490871939 1.2740646718 0.9488847242 1.1140089124
83.2019999999 0.9491104273 1.2727409829 0.9488847242 1.1140089124
83.4019999999 0.9491319164 1.2712816174 0.9488847242 1.1140089124
83.6019999999 0.9491514965 1.2696910870 0.9488847242 1.1140089124
83.8019999999 0.9491689437 1.2679744076 0.9488847242 1.1140089124
84.0019999999 0.9491840125 1.2661370863 0.9488847242 1.1140089124
84.2019999999 0.9491965728 1.2641850433 0.9488847242 1.1140089124
84.4019999999 0.9492066525 1.2621245576 0.9488847242 1.1140089124
84.6019999999 0.9492143214 1.2599622921 0.9488847242 1.1140089124
84.8019999999 0.9492195715 1.2577053335 0.9488847242 1.1140089124
85.0019999999 0.9492223527 1.2553611548 0.9488847242 1.1140089124
85.2019999999 0.9492227091 1.2529375091 0.9488847242 1.1140089124
85.4019999999 0.9492208212 1.2504423521 0.9488847242 1.1140089124
85.6019999999 0.9492168903 1.2478838536 0.9488847242 1.1140089124
85.8019999999 0.9492110198 1.2452704262 0.9488847242 1.1140089124
86.0019999999 0.9492032513 1.2426106750 0.9488847242 1.1140089124
86.2019999999 0.9491937027 1.2399132766 0.9488847242 1.1140089124
86.4019999999 0.9491826115 1.2371868961 0.9488847242 1.1140089124
86.6019999999 0.9491702207 1.2344401994 0.9488847242 1.1140089124
86.8019999999 0.9491566615 1.2316818881 0.9488847242 1.1140089124
87.0019999999 0.9491419911 1.2289206531 0.9488847242 1.1140089124
87.2019999999 0.9491263318 1.2261650587 0.9488847242 1.1140089124
87.4019999999 0.9491099162 1.2234234708 0.9488847242 1.1140089124
87.6019999999 0.9490929739 1.2207040852 0.9488847242 1.1140089124
87.8019999999 0.9490756158 1.2180149799 0.9488847242 1.1140089124
88.0019999999 0.9490578731 1.2153640846 0.9488847242 1.1140089124
88.2019999999 0.9490398369 1.2127590820 0.9488847242 1.1140089124
88.4019999999 0.9490217051 1.2102073553 0.9488847242 1.1140089124
88.6019999999 0.9490036696 1.2077160363 0.9488847242 1.1140089124
88.8019999999 0.9489858013 1.2052920740 0.9488847242 1.1140089124
89.0019999999 0.9489680901 1.2029422198 0.9488847242 1.1140089124
89.2019999999 0.9489505850 1.2006729475 0.9488847242 1.1140089124
89.4019999999 0.9489334412 1.1984904163 0.9488847242 1.1140089124
89.6019999999 0.9489168085 1.1964005290 0.9488847242 1.1140089124
89.8019999999 0.9489007162 1.1944090043 0.9488847242 1.1140089124
90.0019999999 0.9488851133 1.1925213681 0.9488847242 1.1140089124
90.2019999999 0.9488700095 1.1907428829 0.9488847242 1.1140089124
90.4019999999 0.9488555218 1.1890785161 0.9488847242 1.1140089124
90.6019999999 0.9488417638 1.1875329891 0.9488847242 1.1140089124
90.8019999999 0.9488287300 1.1861108336 0.9488847242 1.1140089124
91.0019999999 0.9488163369 1.1848163726 0.9488847242 1.1140089124
91.2019999999 0.9488045634 1.1836536494 0.9488847242 1.1140089124
91.4019999999 0.9487934980 1.1826263867 0.9488847242 1.1140089124
91.6019999999 0.9487832274 1.1817380069 0.9488847242 1.1140089124
91.8019999999 0.9487737218 1.1809916527 0.9488847242 1.1140089124
92.0019999999 0.9487648750 1.1803901471 0.9488847242 1.1140089124
92.2019999999 0.9487566452 1.1799359177 0.9488847242 1.1140089124
92.4019999999 0.9487491024 1.1796309422 0.9488847242 1.1140089124
92.6019999999 0.9487423165 1.1794767352 0.9488847242 1.1140089124
92.8019999999 0.9487362426 1.1794743309 0.9488847242 1.1140089124
93.0019999999 0.9487307612 1.1796242347 0.9488847242 1.1140089124
93.2019999999 0.9487258190 1.1799263609 0.9488847242 1.1140089124
93.4019999999 0.9487214756 1.1803799888 0.9488847242 1.1140089124
93.6019999999 0.9487177923 1.1809837406 0.9488847242 1.1140089124
93.8019999999 0.9487147170 1.1817355642 0.9488847242 1.1140089124
94.0019999999 0.9487121241 1.1826327139 0.9488847242 1.1140089124
94.2019999999 0.9487099554 1.1836717437 0.9488847242 1.1140089124
94.4019999999 0.9487082667 1.1848485135 0.9488847242 1.1140089124
94.6019999999 0.9487071167 1.1861582029 0.9488847242 1.1140089124
94.8019999999 0.9487064512 1.1875953315 0.9488847242 1.1140089124
95.0019999999 0.9487061437 1.1891538006 0.9488847242 1.1140089124
95.2019999999 0.9487061356 1.1908269548 0.9488847242 1.1140089124
95.4019999999 0.9487064832 1.1926076454 0.9488847242 1.1140089124
95.6019999999 0.9487072463 1.1944882820 0.9488847242 1.1140089124
95.8019999999 0.9487083721 1.1964608844 0.9488847242 1.1140089124
96.0019999999 0.9487097361 1.1985171585 0.9488847242 1.1140089124
96.2019999999 0.9487112823 1.2006485893 0.9488847242 1.1140089124
96.4019999999 0.9487130699 1.2028465199 0.9488847242 1.1140089124
96.6019999999 0.9487151614 1.2051022022 0.9488847242 1.1140089124
96.8019999999 0.9487175078 1.2074068396 0.9488847242 1.1140089124
97.0019999999 0.9487199881 1.2097516523 0.9488847242 1.1140089124
97.2019999999 0.9487225500 1.2121279568 0.9488847242 1.1140089124
97.4019999999 0.9487252565 1.2145272242 0.9488847242 1.1140089124
97.6019999999 0.9487281743 1.2169411004 0.9488847242 1.1140089124
97.8019999999 0.9487312584 1.2193614165 0.9488847242 1.1140089124
98.0019999999 0.9487343918 1.2217802251 0.9488847242 1.1140089124
98.2019999999 0.9487375264 1.2241898525 0.9488847242 1.1140089124
98.4019999999 0.9487407294 1.2265829291 0.9488847242 1.1140089124
98.6019999999 0.9487440716 1.2289523786 0.9488847242 1.1140089124
98.8019999999 0.9487475119 1.2312913986 0.9488847242 1.1140089124
99.0019999999 0.9487509374 1.2335934725 0.9488847242 1.1140089124
99.2019999999 0.9487543038 1.2358524042 0.9488847242 1.1140089124
99.4019999999 0.9487576823 1.2380623290 0.9488847242 1.1140089124
99.6019999999 0.9487611472 1.2402176837 0.9488847242 1.1140089124
99.8019999999 0.9487646611 1.2423131698 0.9488847242 1.1140089124
100.0019999999 0.9487681146 1.2443437531 0.9488847242 1.1140089124
100.2019999999 0.9487714672 1.2463046923 0.9488847242 1.1140089124
100.4019999999 0.9487748085 1.2481915489 0.9488847242 1.1140089124
100.6019999999 0.9487783216 1.2500001729 0.9488847242 1.1140089124
100.8019999999 0.9487822309 1.2517266872 0.9488847242 1.1140089124
101.0019999999 0.9487867593 1.2533674755 0.9488847242 1.1140089124
101.2019999999 0.9487921058 1.2549191691 0.9488847242 1.1140089124
101.4019999999 0.9487984382 1.2563786330 0.9488847242 1.1140089124
101.6019999999 0.9488058893 1.2577429539 0.9488847242 1.1140089124
101.8019999999 0.9488145477 1.2590094334 0.9488847242 1.1140089124
102.0019999999 0.9488244486 1.2601755837 0.9488847242 1.1140089124
102.2019999999 0.9488355767 1.2612391234 0.9488847242 1.1140089124
102.4019999999 0.9488478780 1.2621979720 0.9488847242 1.1140089124
102.6019999999 0.9488612699 1.2630502465 0.9488847242 1.1140089124
102.8019999999 0.9488756418 1.2637942629 0.9488847242 1.1140089124
103.0019999999 0.9488908519 1.2644285409 0.9488847242 1.1140089124
103.2019999999 0.9489067341 1.2649518078 0.9488847242 1.1140089124
103.4019999999 0.9489231116 1.2653630010 0.9488847242 1.1140089124
103.6019999999 0.9489398074 1.2656612715 0.9488847242 1.1140089124
103.8019999999 0.9489566433 1.2658459925 0.9488847242 1.1140089124
104.0019999999 0.9489734363 1.2659167712 0.9488847242 1.1140089124
104.2019999999 0.9489900020 1.2658734581 0.9488847242 1.1140089124
104.4019999999 0.9490061667 1.2657161538 0.9488847242 1.1140089124
104.6019999999 0.9490217746 1.2654452163 0.9488847242 1.1140089124
104.8019999999 0.9490366845 1.2650612732 0.9488847242 1.1140089124
105.0019999999 0.9490507630 1.2645652342 0.9488847242 1.1140089124
105.2019999999 0.9490638858 1.2639583020 0.9488847242 1.1140089124
105.4019999999 0.9490759471 1.2632419777 0.9488847242 1.1140089124
105.6019999999 0.9490868648 1.2624180660 0.9488847242 1.1140089124
105.8019999999 0.9490965748 1.2614886835 0.9488847242 1.1140089124
106.0019999999 0.9491050228 1.2604562679 0.9488847242 1.1140089124
106.2019999999 0.9491121640 1.2593235821 0.9488847242 1.1140089124
106.4019999999 0.9491179708 1.2580937124 0.9488847242 1.1140089124
106.6019999999 0.9491224371 1.2567700654 0.9488847242 1.1140089124
106.8019999999 0.9491255718 1.2553563674 0.9488847242 1.1140089124
107.0019999999 0.9491273896 1.2538566633 0.9488847242 1.1140089124
107.2019999999 0.9491279101 1.2522753102 0.9488847242 1.1140089124
107.4019999999 0.9491271653 1.2506169646 0.9488847242 1.1140089124
107.6019999999 0.9491252032 1.2488865675 0.9488847242 1.1140089124
107.8019999999 0.9491220818 1.2470893325 0.9488847242 1.1140089124
108.0019999999 0.9491178590 1.2452307340 0.9488847242 1.1140089124
108.2019999999 0.9491125922 1.2433164901 0.9488847242 1.1140089124
108.4019999999 0.9491063459 1.2413525395 0.9488847242 1.1140089124
108.6019999999 0.9490991954 1.2393450177 0.9488847242 1.1140089124
108.8019999999 0.9490912206 1.2373002366 0.9488847242 1.1140089124
109.0019999999 0.9490824968 1.2352246663 0.9488847242 1.1140089124
109.2019999999 0.9490730945 1.2331249118 0.9488847242 1.1140089124
109.4019999999 0.9490630865 1.2310076852 0.9488847242 1.1140089124
109.6019999999 0.9490525529 1.2288797794 0.9488847242 1.1140089124
109.8019999999 0.9490415748 1.2267480455 0.9488847242 1.1140089124
110.0019999999 0.9490302256 1.2246193730 0.9488847242 1.1140089124
110.2019999999 0.9490185704 1.2225006672 0.9488847242 1.1140089124
110.4019999999 0.9490066747 1.2203988226 0.9488847242 1.1140089124
110.6019999999 0.9489946089 1.2183206981 0.9488847242 1.1140089124
110.8019999999 0.9489824421 1.2162730968 0.9488847242 1.1140089124
111.0019999999 0.9489702342 1.2142627477 0.9488847242 1.1140089124
111.2019999999 0.9489580356 1.2122962852 0.9488847242 1.1140089124
111.4019999999 0.9489458959 1.2103802251 0.9488847242 1.1140089124
111.6019999999 0.9489338685 1.2085209418 0.9488847242 1.1140089124
111.8019999999 0.9489220049 1.2067246479 0.9488847242 1.1140089124
112.0019999999 0.9489103472 1.2049973757 0.9488847242 1.1140089124
112.2019999999 0.9488989275 1.2033449549 0.9488847242 1.1140089124
112.4019999999 0.9488877770 1.2017729877 0.9488847242 1.1140089124
112.6019999999 0.9488769306 1.2002868236 0.9488847242 1.1140089124
112.8019999999 0.9488664219 1.1988915356 0.9488847242 1.1140089124
113.0019999999 0.9488562752 1.1975918956 0.9488847242 1.1140089124
113.2019999999 0.9488465050 1.1963923486 0.9488847242 1.1140089124
113.4019999999 0.9488371255 1.1952969848 0.9488847242 1.1140089124
113.6019999999 0.9488281556 1.1943095125 0.9488847242 1.1140089124
113.8019999999 0.9488196131 1.1934332318 0.9488847242 1.1140089124
114.0019999999 0.9488115070 1.1926710098 0.9488847242 1.1140089124
114.2019999999 0.9488038377 1.1920252567 0.9488847242 1.1140089124
114.4019999999 0.9487966061 1.1914979050 0.9488847242 1.1140089124
114.6019999999 0.9487898179 1.1910903914 0.9488847242 1.1140089124
114.8019999999 0.9487834793 1.1908036419 0.9488847242 1.1140089124
115.0019999999 0.9487775880 1.1906380610 0.9488847242 1.1140089124
115.2019999999 0.9487721342 1.1905935265 0.9488847242 1.1140089124
115.4019999999 0.9487671089 1.1906693891 0.9488847242 1.1140089124
115.6019999999 0.9487625095 1.1908644786 0.9488847242 1.1140089124
115.8019999999 0.9487583339 1.1911771122 0.9488847242 1.1140089124
116.0019999999 0.9487545726 1.1916051091 0.9488847242 1.1140089124
116.2019999999 0.9487512094 1.1921458096 0.9488847242 1.1140089124
116.4019999999 0.9487482294 1.1927961007 0.9488847242 1.1140089124
116.6019999999 0.9487456247 1.1935524447 0.9488847242 1.1140089124
116.8019999999 0.9487433888 1.1944109088 0.9488847242 1.1140089124
117.0019999999 0.9487415084 1.1953671984 0.9488847242 1.1140089124
117.2019999999 0.9487399637 1.1964166918 0.9488847242 1.1140089124
117.4019999999 0.9487387374 1.1975544790 0.9488847242 1.1140089124
117.6019999999 0.9487378191 1.1987754002 0.9488847242 1.1140089124
117.8019999999 0.9487372005 1.2000740819 0.9488847242 1.1140089124
118.0019999999 0.9487368670 1.2014449735 0.9488847242 1.1140089124
118.2019999999 0.9487367980 1.2028823827 0.9488847242 1.1140089124
118.4019999999 0.9487369754 1.2043805126 0.9488847242 1.1140089124
118.6019999999 0.9487373889 1.2059334955 0.9488847242 1.1140089124
118.8019999999 0.9487380302 1.2075354240 0.9488847242 1.1140089124
119.0019999999 0.9487388852 1.2091803774 0.9488847242 1.1140089124
119.2019999999 0.9487399339 1.2108624496 0.9488847242 1.1140089124
119.4019999999 0.9487411593 1.2125757743 0.9488847242 1.1140089124
119.6019999999 0.9487425521 1.2143145490 0.9488847242 1.1140089124
119.8019999999 0.9487441055 1.2160730528 0.9488847242 1.1140089124
120.0019999999 0.9487458068 1.2178456619 0.9488847242 1.1140089124
120.2019999999 0.9487476378 1.2196268643 0.9488847242 1.1140089124
120.4019999999 0.9487495835 1.2214112744 0.9488847242 1.1140089124
120.6019999999 0.9487516410 1.2231936452 0.9488847242 1.1140089124
120.8019999999 0.9487538232 1.2249688787 0.9488847242 1.1140089124
121.0019999999 0.9487561595 1.2267320334 0.9488847242 1.1140089124
121.2019999999 0.9487586933 1.2284783300 0.9488847242 1.1140089124
121.4019999999 0.9487614784 1.2302031558 0.9488847242 1.1140089124
121.6019999999 0.9487645763 1.2319020661 0.9488847242 1.1140089124
121.8019999999 0.9487680522 1.2335707857 0.9488847242 1.1140089124
122.0019999999 0.9487719711 1.2352052086 0.9488847242 1.1140089124
122.2019999999 0.9487763936 1.2368013969 0.9488847242 1.1140089124
122.4019999999 0.9487813732 1.2383555795 0.9488847242 1.1140089124
122.6019999999 0.9487869538 1.2398641495 0.9488847242 1.1140089124
122.8019999999 0.9487931687 1.2413236620 0.9488847242 1.1140089124
123.0019999999 0.9488000392 1.2427308306 0.9488847242 1.1140089124
123.2019999999 0.9488075729 1.2440825258 0.9488847242 1.1140089124
123.4019999999 0.9488157637 1.2453757715 0.9488847242 1.1140089124
123.6019999999 0.9488245925 1.2466077429 0.9488847242 1.1140089124
123.8019999999 0.9488340282 1.2477757641 0.9488847242 1.1140089124
124.0019999999 0.9488440281 1.2488773063 0.9488847242 1.1140089124
124.2019999999 0.9488545388 1.2499099865 0.9488847242 1.1140089124
124.4019999999 0.9488654973 1.2508715673 0.9488847242 1.1140089124
124.6019999999 0.9488768328 1.2517599560 0.9488847242 1.1140089124
124.8019999999 0.9488884684 1.2525732054 0.9488847242 1.1140089124
125.0019999999 0.9489003230 1.2533095146 0.9488847242 1.1140089124
125.2019999999 0.9489123114 1.2539672312 0.9488847242 1.1140089124
125.4019999999 0.9489243465 1.2545448540 0.9488847242 1.1140089124
125.6019999999 0.9489363402 1.2550410356 0.9488847242 1.1140089124
125.8019999999 0.9489482061 1.2554545867 0.9488847242 1.1140089124
126.0019999999 0.9489598595 1.2557844801 0.9488847242 1.1140089124
126.2019999999 0.9489712185 1.2560298565 0.9488847242 1.1140089124
126.4019999999 0.9489822048 1.2561900298 0.9488847242 1.1140089124
126.6019999999 0.9489927445 1.2562644931 0.9488847242 1.1140089124
126.8019999999 0.9490027697 1.2562529252 0.9488847242 1.1140089124
127.0019999999 0.9490122186 1.2561551974 0.9488847242 1.1140089124
127.2019999999 0.9490210355 1.2559713805 0.9488847242 1.1140089124
127.4019999999 0.9490291705 1.2557017519 0.9488847242 1.1140089124
127.6019999999 0.9490365810 1.2553468027 0.9488847242 1.1140089124
127.8019999999 0.9490432315 1.2549072442 0.9488847242 1.1140089124
128.0019999999 0.9490490939 1.2543840145 0.9488847242 1.1140089124
128.2019999999 0.9490541462 1.2537782846 0.9488847242 1.1140089124
128.4019999999 0.9490583732 1.2530914644 0.9488847242 1.1140089124
128.6019999999 0.9490617659 1.2523252071 0.9488847242 1.1140089124
128.8019999999 0.9490643219 1.2514814128 0.9488847242 1.1140089124
129.0019999999 0.9490660452 1.2505622321 0.9488847242 1.1140089124
129.2019999999 0.9490669448 1.2495700677 0.9488847242 1.1140089124
129.4019999999 0.9490670346 1.2485075755 0.9488847242 1.1140089124
129.6019999999 0.9490663332 1.2473776639 0.9488847242 1.1140089124
129.8019999999 0.9490648639 1.2461834916 0.9488847242 1.1140089124
130.0019999999 0.9490626544 1.2449284645 0.9488847242 1.1140089124
130.2019999999 0.9490597353 1.2436162308 0.9488847242 1.1140089124
130.4019999999 0.9490561399 1.2422506753 0.9488847242 1.1140089124
130.6019999999 0.9490519042 1.2408359108 0.9488847242 1.1140089124
130.8019999999 0.9490470666 1.2393762689 0.9488847242 1.1140089124
131.0019999999 0.9490416679 1.2378762894 0.9488847242 1.1140089124
131.2019999999 0.9490357496 1.2363407072 0.9488847242 1.1140089124
131.4019999999 0.9490293539 1.2347744394 0.9488847242 1.1140089124
131.6019999999 0.9490225239 1.2331825690 0.9488847242 1.1140089124
131.8019999999 0.9490153033 1.2315703285 0.9488847242 1.1140089124
132.0019999999 0.9490077360 1.2299430814 0.9488847242 1.1140089124
132.2019999999 0.9489998656 1.2283063027 0.9488847242 1.1140089124
132.4019999999 0.9489917344 1.2266655586 0.9488847242 1.1140089124
132.6019999999 0.9489833842 1.2250264834 0.9488847242 1.1140089124
132.8019999999 0.9489748563 1.2233947572 0.9488847242 1.1140089124
133.0019999999 0.9489661910 1.2217760804 0.9488847242 1.1140089124
133.2019999999 0.9489574271 1.2201761492 0.9488847242 1.1140089124
133.4019999999 0.9489486012 1.2186006287 0.9488847242 1.1140089124
133.6019999999 0.9489397486 1.2170551258 0.9488847242 1.1140089124
133.8019999999 0.9489309034 1.2155451617 0.9488847242 1.1140089124
134.0019999999 0.9489220980 1.2140761430 0.9488847242 1.1140089124
134.2019999999 0.9489133627 1.2126533337 0.9488847242 1.1140089124
134.4019999999 0.9489047255 1.2112818264 0.9488847242 1.1140089124
134.6019999999 0.9488962125 1.2099665147 0.9488847242 1.1140089124
134.8019999999 0.9488878483 1.2087120649 0.9488847242 1.1140089124
135.0019999999 0.9488796559 1.2075228903 0.9488847242 1.1140089124
135.2019999999 0.9488716559 1.2064031252 0.9488847242 1.1140089124
135.4019999999 0.9488638667 1.2053566021 0.9488847242 1.1140089124
135.6019999999 0.9488563047 1.2043868295 0.9488847242 1.1140089124
135.8019999999 0.9488489850 1.2034969733 0.9488847242 1.1140089124
136.0019999999 0.9488419212 1.2026898396 0.9488847242 1.1140089124
136.2019999999 0.9488351248 1.2019678613 0.9488847242 1.1140089124
136.4019999999 0.9488286051 1.2013330870 0.9488847242 1.1140089124
136.6019999999 0.9488223699 1.2007871732 0.9488847242 1.1140089124
136.8019999999 0.9488164259 1.2003313802 0.9488847242 1.1140089124
137.0019999999 0.9488107786 1.1999665705 0.9488847242 1.1140089124
137.2019999999 0.9488054317 1.1996932103 0.9488847242 1.1140089124
137.4019999999 0.9488003873 1.1995113749 0.9488847242 1.1140089124
137.6019999999 0.9487956460 1.1994207559 0.9488847242 1.1140089124
137.8019999999 0.9487912080 1.1994206719 0.9488847242 1.1140089124
138.0019999999 0.9487870724 1.1995100813 0.9488847242 1.1140089124
138.2019999999 0.9487832373 1.1996875972 0.9488847242 1.1140089124
138.4019999999 0.9487796990 1.1999515044 0.9488847242 1.1140089124
138.6019999999 0.9487764533 1.2002997782 0.9488847242 1.1140089124
138.8019999999 0.9487734957 1.2007301039 0.9488847242 1.1140089124
139.0019999999 0.9487708209 1.2012398985 0.9488847242 1.1140089124
139.2019999999 0.9487684231 1.2018263320 0.9488847242 1.1140089124
139.4019999999 0.9487662950 1.2024863493 0.9488847242 1.1140089124
139.6019999999 0.9487644293 1.2032166935 0.9488847242 1.1140089124
139.8019999999 0.9487628185 1.2040139280 0.9488847242 1.1140089124
140.0019999999 0.9487614548 1.2048744589 0.9488847242 1.1140089124
140.2019999999 0.9487603301 1.2057945566 0.9488847242 1.1140089124
140.4019999999 0.9487594354 1.2067703771 0.9488847242 1.1140089124
140.6019999999 0.9487587617 1.2077979827 0.9488847242 1.1140089124
140.8019999999 0.9487583010 1.2088733619 0.9488847242 1.1140089124
141.0019999999 0.9487580477 1.2099924478 0.9488847242 1.1140089124
141.2019999999 0.9487579991 1.2111511370 0.9488847242 1.1140089124
141.4019999999 0.9487581569 1.2123453053 0.9488847242 1.1140089124
141.6019999999 0.9487585267 1.2135708241 0.9488847242 1.1140089124
141.8019999999 0.9487591188 1.2148235744 0.9488847242 1.1140089124
142.0019999999 0.9487599474 1.2160994602 0.9488847242 1.1140089124
142.2019999999 0.9487610308 1.2173944200 0.9488847242 1.1140089124
142.4019999999 0.9487623899 1.2187044381 0.9488847242 1.1140089124
142.6019999999 0.9487640481 1.2200255537 0.9488847242 1.1140089124
142.8019999999 0.9487660296 1.2213538694 0.9488847242 1.1140089124
143.0019999999 0.9487683592 1.2226855587 0.9488847242 1.1140089124
143.2019999999 0.9487710607 1.2240168721 0.9488847242 1.1140089124
143.4019999999 0.9487741561 1.2253441429 0.9488847242 1.1140089124
143.6019999999 0.9487776649 1.2266637913 0.9488847242 1.1140089124
143.8019999999 0.9487816031 1.2279723284 0.9488847242 1.1140089124
144.0019999999 0.9487859827 1.2292663592 0.9488847242 1.1140089124
144.2019999999 0.9487908111 1.2305425852 0.9488847242 1.1140089124
144.4019999999 0.9487960906 1.2317978061 0.9488847242 1.1140089124
144.6019999999 0.9488018184 1.2330289216 0.9488847242 1.1140089124
144.8019999999 0.9488079861 1.2342329320 0.9488847242 1.1140089124
145.0019999999 0.9488145800 1.2354069394 0.9488847242 1.1140089124
145.2019999999 0.9488215809 1.2365481481 0.9488847242 1.1140089124
145.4019999999 0.9488289648 1.2376538652 0.9488847242 1.1140089124
145.6019999999 0.9488367026 1.2387215007 0.9488847242 1.1140089124
145.8019999999 0.9488447608 1.2397485679 0.9488847242 1.1140089124
146.0019999999 0.9488531020 1.2407326839 0.9488847242 1.1140089124
146.2019999999 0.9488616852 1.2416715699 0.9488847242 1.1140089124
146.4019999999 0.9488704664 1.2425630521 0.9488847242 1.1140089124
146.6019999999 0.9488793993 1.2434050623 0.9488847242 1.1140089124
146.8019999999 0.9488884356 1.2441956388 0.9488847242 1.1140089124
147.0019999999 0.9488975256 1.2449329284 0.9488847242 1.1140089124
147.2019999999 0.9489066192 1.2456151872 0.9488847242 1.1140089124
147.4019999999 0.9489156659 1.2462407835 0.9488847242 1.1140089124
147.6019999999 0.9489246156 1.2468081993 0.9488847242 1.1140089124
147.8019999999 0.9489334190 1.2473160336 0.9488847242 1.1140089124
148.0019999999 0.9489420281 1.2477630055 0.9488847242 1.1140089124
148.2019999999 0.9489503967 1.2481479572 0.9488847242 1.1140089124
148.4019999999 0.9489584808 1.2484698581 0.9488847242 1.1140089124
148.6019999999 0.9489662387 1.2487278092 0.9488847242 1.1140089124
148.8019999999 0.9489736314 1.2489210472 0.9488847242 1.1140089124
149.0019999999 0.9489806232 1.2490489496 0.9488847242 1.1140089124
149.2019999999 0.9489871813 1.2491110395 0.9488847242 1.1140089124
149.4019999999 0.9489932766 1.2491069911 0.9488847242 1.1140089124
149.6019999999 0.9489988831 1.2490366349 0.9488847242 1.1140089124
149.8019999999 0.9490039788 1.2488999635 0.9488847242 1.1140089124
150.0019999999 0.9490085450 1.2486971369 0.9488847242 1.1140089124
150.2019999999 0.9490125668 1.2484284880 0.9488847242 1.1140089124
150.4019999999 0.9490160328 1.2480945283 0.9488847242 1.1140089124
150.6019999999 0.9490189352 1.2476959527 0.9488847242 1.1140089124
150.8019999999 0.9490212696 1.2472336446 0.9488847242 1.1140089124
151.0019999999 0.9490230349 1.2467086803 0.9488847242 1.1140089124
151.2019999999 0.9490242334 1.2461223330 0.9488847242 1.1140089124
151.4019999999 0.9490248703 1.2454760760 0.9488847242 1.1140089124
151.6019999999 0.9490249537 1.2447715859 0.9488847242 1.1140089124
151.8019999999 0.9490244942 1.2440107437 0.9488847242 1.1140089124
152.0019999999 0.9490235052 1.2431956362 0.9488847242 1.1140089124
152.2019999999 0.9490220024 1.2423285560 0.9488847242 1.1140089124
152.4019999999 0.9490200034 1.2414119999 0.9488847242 1.1140089124
152.6019999999 0.9490175278 1.2404486667 0.9488847242 1.1140089124
152.8019999999 0.9490145969 1.2394414535 0.9488847242 1.1140089124
153.0019999999 0.9490112333 1.2383934505 0.9488847242 1.1140089124
153.2019999999 0.9490074612 1.2373079342 0.9488847242 1.1140089124
153.4019999999 0.9490033055 1.2361883597 0.9488847242 1.1140089124
153.6019999999 0.9489987923 1.2350383506 0.9488847242 1.1140089124
153.8019999999 0.9489939479 1.2338616879 0.9488847242 1.1140089124
154.0019999999 0.9489887996 1.2326622971 0.9488847242 1.1140089124
154.2019999999 0.9489833747 1.2314442337 0.9488847242 1.1140089124
154.4019999999 0.9489777008 1.2302116674 0.9488847242 1.1140089124
154.6019999999 0.9489718054 1.2289688643 0.9488847242 1.1140089124
154.8019999999 0.9489657158 1.2277201683 0.9488847242 1.1140089124
155.0019999999 0.9489594591 1.2264699811 0.9488847242 1.1140089124
155.2019999999 0.9489530619 1.2252227407 0.9488847242 1.1140089124
155.4019999999 0.9489465504 1.2239828998 0.9488847242 1.1140089124
155.6019999999 0.9489399500 1.2227549026 0.9488847242 1.1140089124
155.8019999999 0.9489332854 1.2215431618 0.9488847242 1.1140089124
156.0019999999 0.9489265805 1.2203520350 0.9488847242 1.1140089124
156.2019999999 0.9489198584 1.2191858012 0.9488847242 1.1140089124
156.4019999999 0.9489131413 1.2180486378 0.9488847242 1.1140089124
156.6019999999 0.9489064500 1.2169445975 0.9488847242 1.1140089124
156.8019999999 0.9488998047 1.2158775870 0.9488847242 1.1140089124
157.0019999999 0.9488932242 1.2148513453 0.9488847242 1.1140089124
157.2019999999 0.9488867264 1.2138694251 0.9488847242 1.1140089124
157.4019999999 0.9488803281 1.2129351737 0.9488847242 1.1140089124
157.6019999999 0.9488740446 1.2120517171 0.9488847242 1.1140089124
157.8019999999 0.9488678905 1.2112219448 0.9488847242 1.1140089124
158.0019999999 0.9488618789 1.2104484974 0.9488847242 1.1140089124
158.2019999999 0.9488560220 1.2097337552 0.9488847242 1.1140089124
158.4019999999 0.9488503307 1.2090798302 0.9488847242 1.1140089124
158.6019999999 0.9488448150 1.2084885587 0.9488847242 1.1140089124
158.8019999999 0.9488394836 1.2079614970 0.9488847242 1.1140089124
159.0019999999 0.9488343441 1.2074999189 0.9488847242 1.1140089124
159.2019999999 0.9488294034 1.2071048151 0.9488847242 1.1140089124
