Galaxy,T,D_Mpc,e_D_Mpc,f_D,Inc_deg,e_Inc_deg,L36_1e9_Lsun,e_L36_1e9_Lsun,Reff_kpc,SBeff_Lsun_pc2,Rdisk_kpc,SBdisk_Lsun_pc2,MHI_1e9_Msun,RHI_kpc,Vflat_kms,e_Vflat_kms,Q,Ref,Mbar_kg,N_baryon,Rbar_kpc,Vflat_used_kms,A_chi_obs_m2_s2,C_A_obs,f_A_obs,H_A_eff_m,H_A_eff_AU,H_A_eff_pc,epsilon_g,R_tension,p_chi,Lambda_target,theta_rms_rad,epsilon_z,Lambda_local_LPV,C_Lambda_req,f_Lambda_req,H_Lambda_eff_m,H_Lambda_eff_AU,H_Lambda_eff_pc,C_A_over_C_Lambda
NGC2976,5,3.58,0.18,2,61.0,10.0,3.371,0.019,1.31,308.2,1.01,1502.55,0.172,3.04,85.4,3.3,2,Si03,3.8064485822e+39,2.2726049853825347e+66,1.01,85.4,7293160000.0,1.3482604331193713e+32,5.932665121265789e-35,16.360203195816386,1.0936120360044928e-10,5.301980768810326e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.795069306823489e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.5632560677084155e-26
NGC2998,5,68.1,10.2,1,58.0,2.0,150.902,2.085,7.06,479.55,6.2,774.16,23.451,43.58,209.9,8.1,1,"Sa96,Br92",2.1205209123009998e+41,1.266037434326222e+68,6.2,209.9,44058010000.0,4.9998070102584806e+33,3.9491778637014393e-35,99.62731340904882,6.659674562403302e-10,3.2287013395902833e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,6.812352615109927e-11,130849971335155.17,874.6780333361735,0.004240558771273597,5.797083748927042e-25
NGC3109,9,1.33,0.07,2,70.0,5.0,0.194,0.002,1.64,11.4,1.56,140.87,0.477,6.0,66.2,2.6,1,"Be91,JC90",1.4543868427e+39,8.683282377308412e+65,1.56,66.2,4382440000.0,1.251345544756824e+32,1.4410973758343998e-34,15.761241531906993,1.0535739217514807e-10,5.107870513253456e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,9.932526724108133e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.450886985621274e-26
NGC3198,5,13.8,1.4,3,73.0,3.0,38.279,0.212,5.84,178.99,3.14,1602.62,10.869,35.66,150.1,3.9,1,"Da06,Be91,Be87",6.68031865369e+40,3.988422580384708e+67,3.14,150.1,22530010000.0,1.2948745854322668e+33,3.246583227666333e-35,50.70089806521123,3.3891457029415614e-10,1.6431042040596642e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.1624322028904458e-10,130849971335155.17,874.6780333361735,0.004240558771273597,1.5013572325304537e-25
NGC3521,4,7.7,2.3,1,75.0,5.0,84.836,0.156,2.45,2232.7,2.4,2112.66,4.154,18.85,213.7,15.9,1,"Da06,Sa96",9.53328592854e+40,5.69176035362477e+67,2.4,213.7,45667690000.0,2.0061202442487527e+33,3.5246041990702666e-35,63.107398695034384,4.2184690463668735e-10,2.045171507015758e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.5152945469790743e-10,130849971335155.17,874.6780333361735,0.004240558771273597,2.3260191928341572e-25
NGC3726,5,18.0,2.5,4,53.0,2.0,70.234,0.388,7.52,198.08,3.4,1789.91,6.473,22.2,168.0,6.2,2,"VS01,SV98",8.69480181823e+40,5.1911511563364124e+67,3.4,168.0,28224000000.0,1.7564433814375572e+33,3.3835334948657983e-35,59.04986050809069,3.9472393712413106e-10,1.9136756497919904e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.6614221329370933e-10,130849971335155.17,874.6780333361735,0.004240558771273597,2.0365284823095043e-25
NGC3741,10,3.21,0.17,2,70.0,4.0,0.028,0.001,0.32,42.94,0.2,143.49,0.182,4.2,50.1,2.1,1,"Ge07,Bm05",5.091676282e+38,3.0399383184993254e+65,0.2,50.1,2510010000.0,9.188447153532421e+30,3.0225768390157094e-35,4.2709339929438475,2.8549430369290996e-11,1.3841154430916348e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.8371277713348164e-08,130849971335155.17,874.6780333361735,0.004240558771273597,1.0653650743384187e-27
NGC3769,3,18.0,2.5,4,70.0,2.0,18.679,0.189,2.18,626.37,3.38,160.26,5.529,22.57,118.6,8.4,2,"VS01,SV98",3.31936689029e+40,1.9817973579001616e+67,3.38,118.6,14065960000.0,8.70207361361327e+32,4.3910007140354967e-35,41.56360175557842,2.7783551705043363e-10,1.3469845976419198e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.3519552552525873e-10,130849971335155.17,874.6780333361735,0.004240558771273597,1.0089719347954655e-25
NGC3877,5,18.0,2.5,4,76.0,1.0,72.535,0.401,4.39,598.18,2.53,3410.59,1.483,11.47,168.4,5.1,2,"VS01,SV98",7.60388740683e+40,4.5398307781847686e+67,2.53,168.4,28358560000.0,1.3132317374691816e+33,2.892688740249194e-35,51.05902101165686,3.413084743301554e-10,1.6547101783388222e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.8997830201080416e-10,130849971335155.17,874.6780333361735,0.004240558771273597,1.522641643615009e-25
NGC3893,5,18.0,2.5,4,49.0,2.0,58.525,0.377,2.43,1573.37,2.38,2055.09,5.799,20.84,174.0,8.9,1,"VS01,SV98",7.35240162899e+40,4.389683516208182e+67,2.38,174.0,30276000000.0,1.3189007890973083e+33,3.0045464194115243e-35,51.16910992594449,3.42044373268907e-10,1.65827791707303e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.96476429216686e-10,130849971335155.17,874.6780333361735,0.004240558771273597,1.52921469073419e-25
NGC3917,6,18.0,2.5,4,79.0,2.0,21.966,0.202,5.56,112.94,2.63,1226.96,1.888,14.08,135.9,4.1,1,"VS01,SV98",2.68324937188e+40,1.6020092660846146e+67,2.63,135.9,18468810000.0,8.890605429692504e+32,5.549659179825818e-35,42.01143022241315,2.808290654528223e-10,1.3614977298473362e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,5.383672622342849e-10,130849971335155.17,874.6780333361735,0.004240558771273597,1.0308314730717663e-25
NGC3949,4,18.0,2.5,4,55.0,2.0,38.067,0.28,2.39,1058.84,3.59,185.71,3.371,13.72,163.0,7.1,2,"VS01,SV98",4.67627097971e+40,2.79192441773281e+67,3.59,163.0,26569000000.0,1.7458476065746912e+33,6.25320512076187e-35,58.87148143363483,3.9353154666014124e-10,1.907894777690322e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.089157203461477e-10,130849971335155.17,874.6780333361735,0.004240558771273597,2.0242430892655767e-25
NGC3953,4,18.0,2.5,4,62.0,1.0,141.301,0.521,6.17,587.26,4.89,1999.08,2.832,17.38,220.8,6.1,1,"VS01,SV98",1.479760912982e+41,8.834775921427142e+67,4.89,220.8,48752640000.0,4.363587326325558e+33,4.939103566557325e-35,93.07298323050226,6.221544651337224e-10,3.0162899646021443e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,9.762209594520304e-11,130849971335155.17,874.6780333361735,0.004240558771273597,5.059411518197406e-25
NGC3972,4,18.0,2.5,4,77.0,1.0,14.353,0.172,3.73,164.75,2.18,1587.93,1.214,10.05,132.7,2.9,1,"VS01,SV98",1.74808783864e+40,1.0436797059488319e+67,2.18,132.7,17609290000.0,7.026434688630217e+32,6.732366882847773e-35,37.34816815136458,2.4965708386492817e-10,1.2103716984362798e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,8.263735873563245e-10,130849971335155.17,874.6780333361735,0.004240558771273597,8.146880522144327e-26
NGC3992,4,23.7,2.3,5,56.0,2.0,226.932,0.836,9.99,360.44,4.96,3257.09,16.599,32.75,241.0,5.2,1,"VS01,SV98",2.695225330149e+41,1.6091594014086893e+68,4.96,241.0,58081000000.0,5.272935222681603e+33,3.276825911755898e-35,102.31233976711309,6.839157488563979e-10,3.3157171177185522e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,5.359750823323704e-11,130849971335155.17,874.6780333361735,0.004240558771273597,6.113765396511219e-25
NGC4010,7,18.0,2.5,4,89.0,1.0,17.193,0.19,6.63,14.75,2.81,2611.14,2.832,17.59,125.8,4.7,2,"VS01,SV98",2.45835739182e+40,1.4677395855622227e+67,2.81,125.8,15825640000.0,8.139622743304387e+32,5.545685912795271e-35,40.19795288612829,2.6870671820416687e-10,1.302726931914249e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,5.876174160183587e-10,130849971335155.17,874.6780333361735,0.004240558771273597,9.437579216716082e-26
NGC4013,3,18.0,2.5,4,89.0,1.0,79.094,0.364,4.11,746.16,3.53,10205.4,2.967,31.35,172.9,7.1,2,"VS01,SV98",8.64847444417e+40,5.163491825341959e+67,3.53,172.9,29894410000.0,1.9315295931943293e+33,3.7407430059529747e-35,61.923070319808275,4.139301584311138e-10,2.006790038312417e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.6703218903591696e-10,130849971335155.17,874.6780333361735,0.004240558771273597,2.2395342044811505e-25
NGC4051,4,18.0,2.5,4,49.0,3.0,95.268,0.439,6.87,319.76,4.65,1320.78,2.697,15.13,157.0,5.5,2,"VS01,SV98",1.018514417547e+41,6.080946302086898e+67,4.65,157.0,24649000000.0,2.0979200432996402e+33,3.4499894244743824e-35,64.53514120398171,4.3139077382591187e-10,2.0914414905523163e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.4183143540668042e-10,130849971335155.17,874.6780333361735,0.004240558771273597,2.4324575257819635e-25
NGC4068,10,4.37,0.22,2,44.0,6.0,0.236,0.005,1.11,30.26,0.59,261.11,0.154,3.18,0.0,0.0,2,Le14,6.4191788539999996e+38,3.832511473787207e+65,0.59,36.1,1303210000.0,1.407353151346696e+31,3.672143347704004e-35,5.2857101410143645,3.533278994066835e-11,1.7129819955005407e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.2504025064370026e-08,130849971335155.17,874.6780333361735,0.004240558771273597,1.631771799578202e-27
NGC4085,5,18.0,2.5,4,82.0,2.0,21.724,0.2,2.0,856.7,1.65,5021.46,1.349,10.16,131.5,4.8,2,"VS01,SV98",2.51664143599e+40,1.5025375360634853e+67,1.65,131.5,17292250000.0,5.222423949099946e+32,3.475736095606791e-35,32.198664635158266,2.1523477897441935e-10,1.0434876549738561e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,5.740085168957063e-10,130849971335155.17,874.6780333361735,0.004240558771273597,6.055199519344953e-26
NGC4088,4,18.0,2.5,4,69.0,2.0,107.286,0.494,6.1,457.96,2.58,3988.69,8.226,22.25,171.7,6.9,1,"VS01,SV98",1.284225113226e+41,7.667347480585279e+67,2.58,171.7,29480890000.0,1.3921850659849647e+33,1.8157323240014338e-35,52.57148973385863,3.5141870327341917e-10,1.7037259514472609e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.1248601225388762e-10,130849971335155.17,874.6780333361735,0.004240558771273597,1.6141849885328123e-25
NGC4100,4,18.0,2.5,4,73.0,2.0,59.394,0.328,4.93,388.0,2.15,8970.78,3.102,18.06,158.2,5.0,1,"VS01,SV98",6.72553447302e+40,4.015418267889338e+67,2.15,158.2,25027240000.0,9.848908273241168e+32,2.4527726917022124e-35,44.21766905421963,2.9557686113656446e-10,1.4329970609841998e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.1478941547707752e-10,130849971335155.17,874.6780333361735,0.004240558771273597,1.141942998566414e-25
NGC4138,0,18.0,2.5,4,53.0,3.0,44.111,0.284,1.91,1909.11,1.51,3952.12,1.483,18.58,147.3,5.9,2,"VS01,SV98",4.77787384283e+40,2.8525854691746764e+67,1.51,147.3,21697290000.0,5.9967937943514134e+32,2.10223106692275e-35,34.50335735846085,2.3064069827339363e-10,1.1181776594359777e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.02346538596603e-10,130849971335155.17,874.6780333361735,0.004240558771273597,6.95305154370426e-26
NGC4157,3,18.0,2.5,4,82.0,3.0,105.62,0.486,4.44,848.85,2.32,23813.87,8.226,24.09,184.7,7.2,1,"VS01,SV98",1.267661158126e+41,7.568453915822726e+67,2.32,184.7,34114090000.0,1.44863325349614e+33,1.9140411894001298e-35,53.62669393082238,3.584723076598067e-10,1.7379227905238099e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.1395581610833865e-10,130849971335155.17,874.6780333361735,0.004240558771273597,1.679634488844726e-25
NGC4183,6,18.0,2.5,4,82.0,2.0,10.838,0.15,4.47,86.46,2.79,1098.58,3.506,16.07,110.6,5.4,1,"VS01,SV98",2.00477147706e+40,1.1969303025987593e+67,2.79,110.6,12232360000.0,6.246706938421059e+32,5.218939586422277e-35,35.21497337627398,2.353975575420672e-10,1.1412395639616343e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,7.205677229353689e-10,130849971335155.17,874.6780333361735,0.004240558771273597,7.242816213251877e-26
NGC4214,10,2.87,0.14,2,15.0,10.0,1.141,0.008,0.7,363.77,0.51,1308.67,0.486,5.84,80.1,5.8,2,Le14,2.4197293736e+39,1.4446770838926265e+66,0.51,80.1,6416010000.0,5.989242293652838e+31,4.145730807548395e-35,10.90404763103028,7.288905637498676e-11,3.5337611733757827e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,5.969980089474665e-09,130849971335155.17,874.6780333361735,0.004240558771273597,6.94429586935725e-27
NGC4217,3,18.0,2.5,4,86.0,2.0,85.299,0.393,5.28,483.98,2.94,4373.51,2.562,16.7,181.3,7.2,1,"VS01,SV98",9.15828832512e+40,5.467871496430161e+67,2.94,181.3,32869690000.0,1.7688035983579735e+33,3.234903379702288e-35,59.25726529998237,3.9611035252510696e-10,1.920397181332931e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.5773401829560464e-10,130849971335155.17,874.6780333361735,0.004240558771273597,2.0508596779927662e-25
NGC4559,6,9.0,2.7,1,67.0,1.0,19.377,0.107,3.82,211.27,2.1,1602.62,5.811,21.16,121.2,5.1,1,Ba05,3.46334404911e+40,2.067757591395929e+67,2.1,121.2,14689440000.0,5.646264369972014e+32,2.730622000115719e-35,33.47976515660794,2.2379840702243323e-10,1.0850052953499609e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.1710370028127085e-10,130849971335155.17,874.6780333361735,0.004240558771273597,6.546626170600607e-26
NGC5005,4,16.9,1.5,5,68.0,2.0,178.72,0.494,3.97,1789.91,9.45,96.57,1.28,10.41,262.2,20.7,1,Ri15,1.81074850528e+41,1.08109067849142e+68,9.45,262.2,68748840000.0,1.189142381166389e+34,1.0999469376849563e-34,153.64510458378322,1.027054087500346e-09,4.979298728596382e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,7.977770596074704e-11,130849971335155.17,874.6780333361735,0.004240558771273597,1.3787648120969565e-24
NGC5033,5,15.7,4.7,1,66.0,1.0,110.509,0.407,2.94,2036.24,5.16,614.94,11.314,29.53,194.2,3.6,1,"Sa96,Be87",1.397936565564e+41,8.346251209081379e+67,5.16,194.2,37713640000.0,3.5619254637111157e+33,4.267695009988988e-35,84.08997283201299,5.621067495047774e-10,2.7251704240392704e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.0333613511626578e-10,130849971335155.17,874.6780333361735,0.004240558771273597,4.1299154503768785e-25
NGC5055,4,9.9,0.3,2,55.0,6.0,152.922,0.282,4.18,1383.02,3.2,3348.34,11.722,35.06,179.0,4.9,1,"Ba06,Bl04",1.830411689722e+41,1.092830401234649e+68,3.2,179.0,32041000000.0,1.8766907557903424e+33,1.7172753921103495e-35,61.03769938019551,4.080118192497476e-10,1.978097120266688e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,7.892069452694e-11,130849971335155.17,874.6780333361735,0.004240558771273597,2.1759506836627602e-25
NGC5371,4,39.7,9.92,1,53.0,2.0,340.393,1.881,9.8,560.83,7.44,1395.82,11.18,30.03,209.5,3.9,1,"Sa96,Be87",3.67997990173e+41,2.197098027249724e+68,7.44,209.5,43890250000.0,5.976923051186306e+33,2.7203715888216776e-35,108.92827617992792,7.281405522032468e-10,3.5301250147878636e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.925493227698852e-11,130849971335155.17,874.6780333361735,0.004240558771273597,6.930012181975858e-25
NGC5585,7,7.06,2.12,1,51.0,2.0,2.943,0.033,2.27,90.54,1.53,297.05,1.683,10.92,90.3,2.4,1,"Bl99,Sa96,Co91",7.3770049683e+39,4.4043727128085076e+66,1.53,90.3,8154090000.0,2.2835136180079992e+32,5.184651179422747e-35,21.291369722972835,1.4232401586564048e-10,6.900063004211317e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.9582115295278106e-09,130849971335155.17,874.6780333361735,0.004240558771273597,2.647646130790036e-26
NGC5907,5,17.3,0.9,2,88.0,2.0,175.425,0.646,7.88,449.6,5.34,8646.29,21.025,0.0,215.0,2.9,1,"Sa96,SA87",2.300177586025e+41,1.373299792806953e+68,5.34,215.0,46225000000.0,4.518089724839089e+33,3.2899515084061503e-35,94.70637727296575,6.330730299155638e-10,3.0692246604453192e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,6.280269953970414e-11,130849971335155.17,874.6780333361735,0.004240558771273597,5.238551101336383e-25
NGC5985,3,39.7,9.9,1,60.0,2.0,208.728,1.538,10.71,288.95,7.01,1461.61,11.586,39.5,293.6,8.6,1,"Bl04,Br92",2.381657729286e+41,1.4219467601272387e+68,7.01,293.6,86200960000.0,1.1060297147146367e+34,7.778277961797015e-35,148.17850063842187,9.905120971646413e-10,4.802138160099162e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,6.065412340605176e-11,130849971335155.17,874.6780333361735,0.004240558771273597,1.2823988749660074e-24
NGC6015,6,17.0,5.1,1,60.0,2.0,32.129,0.237,3.92,331.76,2.3,1926.77,5.834,21.43,154.1,7.0,2,VM97,4.73727525084e+40,2.8283464546277726e+67,2.3,154.1,23746810000.0,9.997002205667367e+32,3.534574835876333e-35,44.54887000515563,2.9779080274807433e-10,1.4437305528085765e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.049376575648107e-10,130849971335155.17,874.6780333361735,0.004240558771273597,1.1591139199084006e-25
NGC6195,3,127.8,12.8,1,62.0,5.0,391.076,6.123,9.52,686.8,13.94,174.11,20.907,40.89,251.7,9.3,1,SG06,4.441134601057e+41,2.6515384136053743e+68,13.94,251.7,63352890000.0,1.6164634133195528e+34,6.09632281782258e-35,179.1367695829874,1.1974553430792074e-09,5.805427328425128e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.252712984396124e-11,130849971335155.17,874.6780333361735,0.004240558771273597,1.8742270981386266e-24
NGC6503,6,6.26,0.31,2,74.0,2.0,12.845,0.059,1.62,774.16,2.16,398.87,1.744,14.05,116.3,2.4,1,"Be91,Be87",1.7383244509399999e+40,1.0378505654568254e+67,2.16,116.3,13525690000.0,5.347488448351475e+32,5.15246474428397e-35,32.58192398260791,2.1779670947287028e-10,1.0559082445308638e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,8.3101495664388e-10,130849971335155.17,874.6780333361735,0.004240558771273597,6.200206991571618e-26
NGC6674,3,51.2,10.2,1,54.0,6.0,214.654,1.977,7.75,560.83,6.04,1370.35,32.165,50.02,241.3,4.9,1,"Sa96,Br92",2.984821726315e+41,1.782060256224725e+68,6.04,241.3,58225690000.0,6.43707037079431e+33,3.612150794738654e-35,113.04358629459071,7.556497011998628e-10,3.663493132680265e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.839731651291421e-11,130849971335155.17,874.6780333361735,0.004240558771273597,7.463535284595372e-25
NGC6789,11,3.52,0.18,2,43.0,7.0,0.1,0.003,0.52,59.27,0.31,319.76,0.017,0.97,0.0,0.0,2,Le14,1.443828067e+38,8.620242181763494e+64,0.31,45.666666666666664,2085444444.4444442,1.183305799880423e+31,1.3727059807945526e-34,4.846746385924789,3.239849847625397e-11,1.570723530869438e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.0005163711995497e-07,130849971335155.17,874.6780333361735,0.004240558771273597,1.3719975207889635e-27
NGC6946,6,5.52,1.66,2,38.0,2.0,66.173,0.122,4.2,571.26,2.44,2232.7,5.67,21.25,158.9,10.9,1,Bo08,8.0786763772e+40,4.823299149756432e+67,2.44,158.9,25249210000.0,1.1276499246584658e+33,2.3379224253909488e-35,47.31392162743057,3.1627403121474083e-10,1.5333397731257081e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.7881315586645362e-10,130849971335155.17,874.6780333361735,0.004240558771273597,1.3074666760744514e-25
NGC7331,3,14.7,1.5,3,75.0,2.0,250.631,0.693,3.99,2470.76,5.02,1806.47,11.067,27.01,239.0,5.4,1,"Be91,Be87",2.784546209467e+41,1.662487607807189e+68,5.02,239.0,57121000000.0,5.248511988162926e+33,3.157023224423117e-35,102.07511909466984,6.823300266042479e-10,3.308029319295731e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,5.1878241895199557e-11,130849971335155.17,874.6780333361735,0.004240558771273597,6.085447596317341e-25
NGC7793,7,3.61,0.18,2,47.0,9.0,7.05,0.026,2.19,233.79,1.21,1068.64,0.861,7.35,0.0,0.0,1,"Di08,Sa96,CP90",9.2864134011e+39,5.544367390210597e+66,1.21,95.43333333333334,9107521111.111113,2.0170758578500013e+32,3.638063129459004e-35,20.010729173747016,1.337634625420308e-10,6.485035667295948e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.5555775473659043e-09,130849971335155.17,874.6780333361735,0.004240558771273597,2.3387218050423912e-26
NGC7814,2,14.4,0.66,2,90.0,1.0,74.529,0.343,2.08,2709.13,2.54,2635.3,1.07,12.15,218.9,7.0,1,Fr11,7.6929131972e+40,4.5929828044510856e+67,2.54,218.9,47917210000.0,2.227726721502059e+33,4.850283174026162e-35,66.5017012607223,4.4453641585636753e-10,2.1551733615856507e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.8777978916448504e-10,130849971335155.17,874.6780333361735,0.004240558771273597,2.582963371940722e-25
UGC00128,8,64.5,9.7,1,57.0,10.0,12.02,0.565,9.63,20.36,5.95,88.89,7.431,31.27,129.3,2.8,1,"VB99,VH93",3.1603211058100005e+40,1.8868405405656114e+67,5.95,129.3,16718490000.000004,1.8207515568036952e+33,9.649737313031737e-35,60.12113121836267,4.018849395184785e-10,1.9483931691043683e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.5709710180246115e-10,130849971335155.17,874.6780333361735,0.004240558771273597,2.1110913359503126e-25
