Galaxy,T,D_Mpc,e_D_Mpc,f_D,Inc_deg,e_Inc_deg,L36_1e9_Lsun,e_L36_1e9_Lsun,Reff_kpc,SBeff_Lsun_pc2,Rdisk_kpc,SBdisk_Lsun_pc2,MHI_1e9_Msun,RHI_kpc,Vflat_kms,e_Vflat_kms,Q,Ref,Mbar_kg,N_baryon,Rbar_kpc,Vflat_used_kms,A_chi_obs_m2_s2,C_A_obs,f_A_obs,H_A_eff_m,H_A_eff_AU,H_A_eff_pc,epsilon_g,R_tension,p_chi,Lambda_target,theta_rms_rad,epsilon_z,Lambda_local_LPV,C_Lambda_req,f_Lambda_req,H_Lambda_eff_m,H_Lambda_eff_AU,H_Lambda_eff_pc,C_A_over_C_Lambda
UGC08286,6,6.5,0.21,2,90.0,3.0,1.255,0.018,2.25,39.52,1.05,1488.78,0.642,8.07,82.4,2.3,1,"Sw09,Sw02",2.9456399192e+39,1.7586671200078736e+66,8.04,82.4,6789760000.0,9.991878550267788e+32,5.6815064298370765e-34,44.537452466819374,2.977144812183438e-10,1.4433605355908108e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.904107962466875e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.1585198517895502e-25
UGC08490,9,4.65,0.53,2,50.0,3.0,1.017,0.012,1.14,124.98,0.67,576.54,0.72,7.8,78.6,3.8,1,"Sw09,Sw02",2.915295867e+39,1.7405504837740614e+66,10.15,78.6,6177960000.0,1.147751340856943e+33,6.594185871404642e-34,47.733766347235964,3.190805198221044e-10,1.5469460138529871e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.955152698506193e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.3307734943047385e-25
UGC08550,7,6.7,2.0,1,90.0,3.0,0.289,0.009,1.01,45.38,0.45,1284.78,0.288,5.59,56.9,1.9,1,"Sw09,Sw02",1.0489974638e+39,6.262942515586715e+65,5.36,56.9,3237610000.0,3.1763327828114193e+32,5.071630108222156e-34,25.11104561880997,1.678569721701926e-10,8.137935657773202e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.3770992476930529e-08,130849971335155.17,874.6780333361735,0.004240558771273597,3.6828355811814316e-26
UGC09133,2,57.1,11.4,1,53.0,6.0,282.926,2.345,5.92,1284.78,6.97,864.63,33.428,60.35,226.8,4.2,1,"No07,No05",3.697007965728e+41,2.2072644756589393e+68,108.31,226.8,51438240000.0,1.0197444040228886e+35,4.619946613866751e-34,449.9326027748156,3.0076136823972562e-09,1.4581322607184208e-14,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.9074127825051655e-11,130849971335155.17,874.6780333361735,0.004240558771273597,1.1823543789772724e-23
UGC10310,9,15.2,4.6,1,34.0,6.0,1.741,0.053,3.12,28.37,1.8,158.79,1.196,9.58,71.4,3.9,1,"Sw09,Sw02",4.8939825946e+39,2.9219071275186164e+66,7.74,71.4,5097960000.0,7.222275629048556e+32,2.4717676893385588e-34,37.865075568736714,2.53112396530499e-10,1.2271235269640775e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.951734278386762e-09,130849971335155.17,874.6780333361735,0.004240558771273597,8.373950553196394e-26
UGC11455,6,78.6,11.8,1,90.0,1.0,374.322,3.792,10.06,571.26,5.93,9568.2,13.335,43.44,269.4,7.4,1,SG06,4.074306427785e+41,2.4325270392615516e+68,41.93,269.4,72576360000.0,5.570019552063409e+34,2.289807867358512e-34,332.52948395919714,2.2228223062482207e-09,1.0776546647445882e-14,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.545569396497858e-11,130849971335155.17,874.6780333361735,0.004240558771273597,6.458223239461265e-24
UGC11820,9,18.1,5.43,1,45.0,10.0,0.97,0.047,2.74,20.18,2.08,34.11,1.977,12.99,0.0,0.0,1,"KN08,vZ97",6.192910852700001e+39,3.697420252486717e+66,15.82,80.88333333333334,6542113611.111113,1.89435441945597e+33,5.123449026877356e-34,61.32427412276827,4.0992745308351686e-10,1.9873843751727644e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.3326245970440403e-09,130849971335155.17,874.6780333361735,0.004240558771273597,2.1964310216782927e-25
UGC11914,2,16.9,5.1,1,31.0,5.0,150.028,0.553,3.12,2425.66,2.44,3168.33,0.888,9.26,288.1,10.5,1,"No07,No05",1.515115511888e+41,9.045857290306524e+67,9.83,288.1,83001610000.0,1.493401932107193e+34,1.6509236042309798e-34,172.18295344587287,1.150971953278429e-09,5.580069495227481e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,9.534412438499843e-11,130849971335155.17,874.6780333361735,0.004240558771273597,1.7315420482174338e-24
UGC12632,9,9.77,2.93,1,46.0,3.0,1.301,0.03,3.94,13.09,2.42,66.81,1.744,12.6,71.7,2.8,1,"Sw09,Sw02",5.905795669400001e+39,3.526000782906103e+66,10.66,71.7,5140890000.0,1.0030721915226118e+33,2.844787205906084e-34,44.6239380283661,2.982926014893212e-10,1.4461633417577766e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.446027087790631e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.1630235904196924e-25
UGC12732,9,13.2,4.0,1,39.0,6.0,1.667,0.048,3.12,26.84,1.98,120.46,3.66,17.41,0.0,0.0,1,"Sw09,Sw02",1.1336864011000002e+40,6.768569997367886e+66,15.4,94.76666666666667,8980721111.111113,2.5314456366366752e+33,3.740000676097146e-34,70.89018360464638,4.738716084188649e-10,2.297394388508465e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.2742268204233998e-09,130849971335155.17,874.6780333361735,0.004240558771273597,2.9351137616569865e-25
UGCA442,9,4.35,0.22,2,64.0,7.0,0.14,0.005,1.71,7.6,1.18,116.1,0.263,4.37,56.4,2.1,1,Co00,8.347398213000002e+38,4.983737041017074e+65,6.33,56.4,3180960000.0,3.685518473790505e+32,7.3950901571612e-34,27.048992580681215,1.8081134747515638e-10,8.765981495580597e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.7305675150146336e-08,130849971335155.17,874.6780333361735,0.004240558771273597,4.273216787556923e-26
